"Losses_1","Losses_2","Losses_3","Losses_4","Losses_5","Losses_6","Losses_7","Losses_8","Losses_9","Losses_10","Losses_11","Losses_12","Losses_13","Losses_14","Losses_15","Losses_16","Losses_17","Losses_18","Losses_19","Losses_20","Losses_21","Losses_22","Losses_23","Losses_24","Losses_25","Losses_26","Losses_27","Losses_28","Losses_29","Losses_30","Losses_31","Losses_32","Losses_33","Losses_34","Losses_35","Losses_36","Losses_37","Losses_38","Losses_39","Losses_40","Losses_41","Losses_42","Losses_43","Losses_44","Losses_45","Losses_46","Losses_47","Losses_48","Losses_49","Losses_50","Losses_51","Losses_52","Losses_53","Losses_54","Losses_55","Losses_56","Losses_57","Losses_58","Losses_59","Losses_60","Losses_61","Losses_62","Losses_63","Losses_64","Losses_65","Losses_66","Losses_67","Losses_68","Losses_69","Losses_70","Losses_71","Losses_72","Losses_73","Losses_74","Losses_75","Losses_76","Losses_77","Losses_78","Losses_79","Losses_80","Losses_81","Losses_82","Losses_83","Losses_84","Losses_85","Losses_86","Losses_87","Losses_88","Losses_89","Losses_90","Losses_91","Losses_92","Losses_93","Losses_94","Losses_95","Losses_96","Losses_97","Losses_98","Losses_99","Losses_100"
"Subj_169",0,0,-150,0,-300,0,-200,0,0,0,0,0,0,0,0,0,0,0,0,-250,0,0,0,0,0,0,0,0,0,-275,0,0,0,0,0,0,0,0,-300,0,0,0,0,0,0,-50,-325,0,-50,0,0,0,0,-250,0,0,0,0,0,0,0,-1250,0,0,0,0,0,-1500,0,0,0,0,0,-350,0,0,0,0,0,0,0,0,0,0,0,0,-375,0,0,0,0,0,0,0,0,-1750,0,0,0,0
"Subj_170",0,0,-50,0,-50,0,-50,0,-50,0,0,0,0,0,0,0,0,-1250,0,0,0,0,0,0,0,0,0,-250,0,0,-150,0,0,0,0,0,-300,-50,0,0,0,0,-200,0,0,-1500,0,0,0,0,-275,0,-25,-75,0,-250,0,0,0,0,0,0,-1750,0,-25,0,0,0,0,0,0,0,0,-300,0,0,0,0,0,-350,0,0,0,-325,0,-350,0,0,0,0,0,0,-25,-75,0,0,-250,0,0,0
"Subj_171",0,0,0,0,0,0,0,0,-150,0,0,-50,0,0,0,0,0,0,0,0,0,0,-1250,0,0,0,0,-50,0,-300,-250,0,0,0,-1500,0,-200,0,-50,0,0,-250,0,0,0,0,-350,0,0,0,-50,0,-1750,0,0,0,-50,0,0,0,0,-350,0,0,-275,0,0,-25,0,-75,0,0,0,0,0,0,0,0,0,-250,-2000,0,-25,0,0,0,-200,0,0,-25,-75,0,-50,0,-300,0,0,0,0,-150
"Subj_172",0,0,-50,0,-50,0,0,0,0,0,0,0,0,0,-1250,0,0,-150,0,-300,0,0,0,0,0,0,0,0,0,-250,0,0,0,0,0,0,0,0,0,-275,0,0,0,0,0,0,0,0,-300,-50,0,0,0,0,-1500,0,0,0,0,-200,0,0,-50,0,0,-50,0,0,0,-250,-350,0,0,-1750,0,0,0,-25,0,-350,0,0,-75,0,0,0,0,0,-25,0,-250,0,0,0,0,-2000,-325,-25,0,-200
"Subj_173",0,0,0,0,0,0,0,-150,0,0,0,0,-50,0,0,0,-1250,0,0,0,0,-300,-50,0,0,0,0,0,0,-250,0,0,-200,0,0,0,0,0,-50,0,-250,0,-1500,0,-50,0,0,0,0,0,0,-350,-275,-50,0,0,0,0,0,0,0,0,0,-25,-75,-300,0,-350,0,-250,0,0,-25,0,-25,-75,0,-50,0,0,-200,0,0,-25,0,0,0,-325,-50,-25,-50,0,-25,-75,0,0,0,-300,-50,-25
"Subj_174",0,0,0,0,0,0,0,0,-150,0,0,0,0,-300,0,-50,0,0,-1250,0,0,0,-50,-200,0,0,0,0,0,0,0,0,0,-50,-1500,0,0,-250,0,-250,0,0,0,-50,0,0,0,0,-350,0,0,0,0,0,-50,0,0,-1750,0,0,0,0,-25,0,0,-275,0,0,-350,0,-75,0,0,0,-250,0,0,-25,0,-200,0,0,0,-25,0,0,-75,0,0,0,-300,0,0,0,0,0,0,-50,0,-300
"Subj_175",0,0,-150,0,0,-300,0,0,-200,0,0,0,-250,-350,0,0,0,0,-350,0,-1250,0,0,-250,0,-200,0,0,-300,0,0,-1500,-150,0,-250,0,0,0,-250,0,-300,0,0,-50,0,0,0,-350,-1750,0,-200,0,0,0,-50,0,-250,0,-150,0,-250,-50,0,0,0,0,-50,0,0,-50,0,-350,-25,0,-75,0,-200,0,0,-25,0,0,0,-25,-250,-75,0,-2000,-50,0,-250,-25,0,0,0,-50,-150,0,0,-25
"Subj_176",0,0,0,0,-50,-150,0,0,0,-50,0,0,-300,-50,0,0,0,-200,0,0,0,0,0,0,-50,0,0,-50,0,-1250,0,0,0,0,-25,-250,0,-75,0,0,0,-350,0,0,0,-25,-250,0,-1500,0,0,0,-25,0,-350,-75,0,0,0,-50,0,0,0,-25,0,0,0,-50,0,-25,-275,-50,0,0,0,0,0,-25,0,-75,0,-50,0,0,-25,0,0,-250,-25,-300,0,-25,0,-200,-25,0,0,0,0,0
"Subj_177",0,0,0,0,0,0,0,0,0,-150,0,0,0,0,0,0,0,-250,0,0,0,0,0,0,0,0,0,0,0,-300,0,0,-275,0,0,0,0,0,0,0,0,0,0,0,-300,-1250,0,-50,0,-200,0,-250,0,0,0,0,0,-325,0,0,0,0,0,0,0,0,0,-350,0,0,0,0,0,0,0,0,0,0,0,0,-375,0,0,0,0,-50,0,-350,0,-1500,-50,0,-50,-50,0,-25,0,-75,0,0
"Subj_178",0,0,-150,0,0,0,0,0,0,0,0,-50,0,0,0,0,-300,0,-1250,0,-200,0,0,0,0,0,0,0,-50,0,0,-250,0,0,0,-1500,-350,0,-50,0,0,0,0,-250,0,-50,-350,0,-50,0,0,0,-25,0,0,0,-75,0,0,0,0,-25,0,0,-275,0,-25,-250,0,0,-75,-200,0,0,-50,0,0,0,0,-25,0,0,-50,-25,0,-50,0,0,0,-25,-300,-75,0,-50,0,0,0,0,-25,0
"Subj_179",0,0,0,0,0,0,0,0,0,0,0,0,-50,0,0,0,-1250,0,-150,0,-300,0,-50,0,0,0,0,0,0,0,-250,0,0,-50,0,0,0,0,-50,0,-200,0,-250,-350,-1500,0,-350,-50,0,0,0,0,0,0,0,0,0,0,0,0,-275,0,0,-25,-1750,0,-250,0,0,0,-75,-200,0,0,-25,0,-300,-150,0,0,0,0,-250,0,0,-25,0,0,0,0,-75,-300,0,-250,0,0,0,0,0,0
"Subj_180",0,0,0,0,-150,0,0,0,-50,0,-300,0,0,-200,-50,0,0,0,0,-50,0,0,-50,0,0,0,-50,-250,0,0,0,0,-350,0,0,0,-25,-1250,0,0,-75,0,0,0,-25,-250,0,-25,-75,0,0,0,-50,-350,0,0,0,-250,0,-25,0,0,-200,-1500,-50,-25,0,-50,0,0,0,-25,0,-75,0,0,-50,0,0,-25,0,-25,0,-275,-300,0,-25,0,-150,-25,0,0,-75,-25,-50,0,-75,0,-25,0
"Subj_181",0,0,0,0,-50,0,0,0,-150,0,0,-300,0,0,0,-200,0,-250,-350,0,-350,0,0,0,-50,-250,0,0,0,0,-200,-50,0,0,0,0,0,0,-50,-300,0,-50,-150,0,-1250,0,0,-250,0,-25,0,-250,-75,0,0,0,0,0,-1500,-250,0,-25,-300,0,0,0,0,0,-25,0,-350,0,0,0,-75,0,0,0,0,-200,-250,-1750,-50,0,0,0,0,0,0,-25,0,-150,-250,0,-350,0,0,0,-200,0
"Subj_182",0,0,0,0,0,0,0,-150,0,0,0,0,0,0,0,-1250,0,0,0,0,-50,0,0,0,0,0,0,0,-250,0,-300,0,-50,0,-50,0,-50,-50,0,0,-25,-75,0,0,0,-25,-75,0,-50,0,0,0,-50,-25,-50,0,-200,0,-250,-350,-1250,0,0,0,0,0,-75,-50,0,0,0,-25,0,-25,0,-350,0,-75,0,-50,-75,-250,-200,0,0,0,-50,0,-300,-150,-50,0,-50,0,-50,-50,0,-25,-75,0
"Subj_183",0,0,0,0,0,0,0,0,0,0,0,0,-150,0,-1250,-50,0,-300,0,0,0,0,-200,0,0,0,0,0,0,0,0,0,-50,0,-250,-350,0,-250,0,-350,0,0,-250,-50,0,0,0,0,0,0,0,-1250,0,-200,0,-50,-50,0,0,0,-25,-75,-300,-150,0,0,0,-250,0,0,0,0,0,0,0,0,0,0,-25,-75,0,-50,0,0,0,0,-50,-25,-50,0,0,-75,-50,0,0,0,-25,-25,0,-75
"Subj_184",0,0,0,0,0,0,0,0,0,0,-150,0,0,0,-1250,0,0,-300,0,0,0,0,-200,0,0,0,-50,0,0,0,0,0,-250,0,-50,-250,-350,0,-50,0,-50,-50,0,-25,-75,0,0,0,0,0,-350,0,-250,-200,0,-300,-25,0,0,0,-75,0,-50,0,-1250,0,0,0,0,0,0,0,-50,-25,0,0,-50,0,0,-75,0,0,0,0,-250,0,0,0,0,-50,0,0,0,-25,-25,0,-75,0,-50,-75
"Subj_185",0,0,0,0,0,-150,0,0,0,0,0,0,0,-1250,0,0,0,0,0,-1250,0,0,0,-300,0,-50,0,-50,0,-50,0,-50,-50,0,-25,-75,0,0,0,0,0,0,0,-200,0,0,0,0,0,0,-250,-25,-75,0,-250,0,0,-1250,0,0,-350,0,-50,0,0,0,0,0,-50,0,0,0,0,0,0,0,-250,0,0,0,0,0,-25,0,-350,0,-50,0,0,0,0,0,-250,0,0,0,0,-75,0,0
"Subj_186",0,0,0,0,0,0,0,-50,0,0,0,-1250,0,0,0,0,0,0,0,-150,0,0,0,-1250,0,0,-50,0,-300,0,0,0,0,0,0,-50,0,0,0,0,-50,0,-250,-50,0,0,0,0,-25,-75,0,-200,-1250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-250,-350,-25,0,0,-350,-75,-250,0,0,-50,0,0,0,0,0,0,0,-250,-50,0,0,-25,0,0,0,-50,0,0,-75,-200,-50
"Subj_187",0,0,0,0,0,0,0,0,-150,0,0,-50,0,0,0,0,0,0,-1250,0,0,0,0,0,0,0,-1250,0,0,0,-300,0,-50,0,0,0,-200,-50,0,0,0,-250,0,-50,-50,0,0,-250,-350,0,0,0,-350,-1250,0,0,0,0,0,-250,-200,-25,-75,0,0,0,-25,-75,0,-50,0,0,0,-50,-25,-50,0,0,-75,-50,0,0,0,-25,-25,0,-75,0,-50,-75,0,0,-50,0,-50,0,-50,0,-50,-50
"Subj_188",0,0,0,0,0,0,-150,0,0,0,0,0,0,0,0,-1250,0,0,-300,0,0,0,0,0,0,0,0,-250,0,0,-200,0,-250,-350,0,0,-1250,0,0,0,0,0,0,0,0,0,0,0,-250,0,0,0,0,0,0,-50,0,-50,0,-50,0,0,-250,0,0,0,0,0,-250,0,-50,-50,0,-25,-75,0,0,0,-25,-75,0,-50,0,0,0,-50,-25,-50,0,0,-75,-50,0,0,0,-25,-25,0,-75,0
"Subj_189",0,0,0,0,0,0,0,-50,0,-50,0,0,0,0,0,-250,0,0,0,0,0,0,0,0,0,0,-50,0,-50,-50,0,0,0,0,-250,0,0,0,0,0,-150,0,-300,0,-25,-75,0,0,0,0,0,0,-1250,0,0,0,0,0,0,0,-250,-1250,0,0,0,0,0,-200,0,-250,0,0,0,0,0,0,-250,0,0,0,0,-1250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-25
"Subj_190",0,0,0,0,0,0,0,-150,0,0,0,0,0,0,-1250,0,-300,0,0,0,0,0,0,-1250,0,0,-200,-50,0,0,0,0,0,0,0,0,0,0,-250,-350,0,0,0,-1250,0,0,-250,-50,0,-350,0,0,-50,0,0,0,0,-50,0,0,0,-250,-200,0,0,0,-50,0,-25,-75,0,0,-1250,0,0,0,0,0,0,0,0,0,-25,0,0,-75,0,0,0,0,0,0,0,0,0,0,0,-1250,0,0
"Subj_191",0,0,0,-150,0,-50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1250,0,0,0,-300,-50,0,0,-250,0,0,0,-50,-200,0,0,0,0,-1250,0,-250,-50,0,0,-350,-50,0,0,0,-350,0,0,0,0,-25,0,0,0,-75,-250,0,0,-1250,0,-200,0,0,0,0,0,-300,0,-250,-150,0,0,0,0,0,0,0,-25,0,-300,0,0,0,0,0,0,0,-75,-350,0,0,0,0,0
"Subj_192",0,0,0,0,0,-150,0,0,0,0,0,0,-50,-300,0,0,0,-200,0,0,0,0,0,-50,0,-50,-1250,-250,0,0,0,-350,0,0,0,0,-1250,0,0,-350,0,0,0,0,-250,0,0,-250,0,0,0,0,0,0,0,0,0,-50,0,0,0,-250,0,0,0,0,-1250,0,0,0,0,-200,0,0,0,0,-250,0,0,0,0,0,0,-250,0,0,0,0,0,0,0,0,0,-300,0,-150,0,0,0,0
"Subj_193",0,0,0,0,0,0,0,0,0,-150,0,-50,0,0,0,0,0,0,0,-1250,0,0,0,-300,0,0,0,-50,0,-200,0,0,0,-50,-250,0,0,-50,-50,0,-25,-350,-75,-250,0,0,0,0,-1250,0,0,-25,-75,0,-50,0,0,0,-50,-25,-50,0,0,-75,-50,0,0,0,-25,-25,0,-75,0,-50,-75,0,0,-50,0,-50,0,-50,0,-50,-50,0,-25,-75,0,0,0,-25,-75,0,-50,0,0,0,-50,-25
"Subj_194",0,0,0,0,0,0,0,0,-1250,0,0,0,0,-150,0,-300,0,-200,0,0,-50,0,0,0,0,0,0,0,0,-250,0,0,0,0,0,0,0,0,0,-250,0,0,0,0,0,0,0,0,-250,0,0,0,0,0,-250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-250,0,0,0,0,0,0,0,0,0,-250,0,0,0,0,0,0,0,0,-250,0,0,0,0,0,-250,0,0,0,0,0
"Subj_195",0,0,-150,0,-300,0,0,0,-50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1250,-250,0,0,-200,-50,0,0,0,-250,0,-1250,0,-350,0,0,0,-50,0,-50,-50,0,0,0,0,0,-25,-75,0,0,0,-25,0,-75,0,-250,0,-50,0,0,0,-50,-25,-50,0,0,-75,-50,0,-350,0,-250,-200,0,0,-25,-25,0,-75,0,-50,-75,0,0,-50,0,-50,0,-50,0,-50,-50,0
"Subj_196",0,0,0,0,0,0,0,0,0,0,-50,-150,0,0,0,0,0,0,0,0,0,-1250,0,0,0,0,-50,0,-1250,0,-300,0,0,0,0,-50,0,0,0,-250,-50,0,-200,0,-50,-250,0,0,0,0,-25,0,-75,0,0,0,-25,-75,0,-50,0,0,0,-50,-25,-50,0,0,-75,-50,0,0,0,-25,-25,0,-75,0,-50,-75,0,0,-50,0,-50,0,-50,0,-50,-50,0,-350,-25,-75,0,0,0,-25,-75,0
"Subj_197",0,0,-50,0,0,0,0,0,0,0,0,0,-150,0,0,0,0,-1250,0,-300,0,0,0,0,0,0,-200,0,0,0,-50,0,-250,0,0,-250,0,-350,0,-1250,0,0,0,0,-50,0,-350,0,0,0,0,0,-250,0,0,-200,0,-50,0,0,-1250,0,0,0,0,0,0,0,0,0,0,0,0,-250,0,0,0,0,0,0,0,-300,-150,-50,0,0,-250,0,-1250,0,0,0,0,0,0,0,0,0,0,0
"Subj_198",0,0,-150,0,-300,0,-200,0,0,0,0,0,0,0,0,-1250,0,0,0,0,-1250,0,0,0,0,0,0,-1250,0,0,0,0,0,0,0,0,0,0,-1250,0,-250,-350,0,-350,0,-250,0,0,0,0,0,0,0,0,0,-250,0,0,0,0,0,0,0,0,0,-250,0,0,0,0,0,0,0,0,-250,0,0,0,0,0,0,0,-50,0,-50,0,-50,0,-50,-50,-250,0,0,0,0,0,0,0,0,0
"Subj_199",0,0,0,0,0,0,0,0,-1250,0,0,0,0,0,-150,0,0,0,0,-1250,0,0,0,0,-300,0,0,-50,0,0,0,0,0,0,0,0,-250,-200,0,0,-1250,0,0,0,0,0,-250,-350,0,0,0,-50,-350,0,0,0,-50,0,-50,-50,0,-250,-200,0,-300,0,0,-25,-75,0,-150,0,0,0,0,-300,0,0,-350,0,0,-200,-25,-250,-75,-150,0,0,0,-350,0,0,-200,-50,0,0,0,-50,-25,-50
"Subj_200",0,0,-150,0,0,0,0,0,0,0,0,-1250,0,0,-50,0,-50,0,0,0,0,-300,0,0,0,0,0,0,0,0,0,0,-250,0,0,0,0,0,0,0,0,0,-250,-50,0,-50,-50,0,-25,-75,0,0,0,-25,-75,0,0,-1250,0,-200,0,-250,0,0,0,0,0,0,0,0,-250,0,0,0,0,0,0,0,0,-250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-250,0,0,0,0,0
"Subj_201",0,0,-150,0,0,0,0,0,0,0,-50,0,0,0,0,0,0,-1250,0,-300,0,0,0,0,0,-200,0,-250,-350,-1250,0,0,0,-50,0,0,0,0,0,0,-250,0,0,0,0,0,0,-50,-350,0,0,0,0,0,-50,0,0,0,-50,-250,0,0,0,0,0,0,0,0,0,-25,0,-75,0,0,-250,0,-25,-75,0,-50,0,0,-1250,0,0,0,0,0,0,0,0,-250,0,0,0,-200,0,0,-300,-150
"Subj_202",0,0,0,0,0,0,0,0,0,-250,0,0,0,0,0,0,0,0,0,-250,0,0,0,0,0,0,-50,0,-50,0,-50,0,-50,0,0,0,0,0,0,0,0,-1250,0,0,-150,0,-300,-50,0,-25,-75,0,0,0,-25,-75,0,-50,0,0,0,-50,-25,0,-50,0,0,0,-75,-50,0,-200,0,0,0,-250,-25,-25,-350,0,0,0,0,-1250,0,0,0,0,0,0,0,0,-350,0,0,-250,-75,0,-50,0
"Subj_203",0,0,0,0,0,0,0,0,0,-150,0,-50,0,0,0,0,0,0,-300,0,0,-50,0,0,0,0,0,0,0,-200,-250,-1250,0,-50,-250,0,0,0,0,0,-50,0,0,-350,-50,0,-1250,0,0,0,0,0,0,0,0,0,-25,0,-350,0,-75,0,-250,0,0,-1250,0,0,0,0,0,0,0,0,0,-250,0,-25,0,0,0,-75,-200,0,0,0,0,0,-250,-50,0,0,0,0,0,0,0,0,0,-250
"Subj_204",0,0,0,0,0,0,0,0,-150,0,0,-50,0,0,0,0,0,0,-1250,0,0,-300,0,0,0,0,-50,0,-250,0,0,0,0,0,-1250,0,-200,0,-250,-350,-50,0,-50,0,0,0,0,0,0,0,-50,0,-25,-75,0,0,0,-25,0,0,-75,0,-50,0,0,0,-50,-25,-50,0,0,-75,-50,0,0,0,-25,-25,0,-75,0,-50,-75,0,0,-50,0,-50,0,-50,0,-50,-50,0,-25,-75,0,0,0,-25
"Subj_205",0,0,0,0,0,0,0,-150,0,0,0,0,0,-1250,0,0,0,0,0,-50,-300,0,-200,0,0,0,0,-250,0,0,-50,0,-1250,-350,0,0,-50,0,0,0,-250,0,0,0,0,-50,0,0,-350,0,-50,0,0,-250,0,0,0,-200,-25,0,0,-300,-150,0,0,-75,0,0,0,0,0,-1250,0,0,0,0,0,-300,0,0,0,0,0,-350,0,-200,0,0,0,0,-250,0,0,-25,-75,0,-50,0,-250,0
"Subj_206",0,0,-150,0,-300,0,0,0,0,0,0,0,0,0,-50,0,0,0,0,0,0,-1250,0,0,0,0,-200,0,-250,-350,0,0,0,0,-250,0,0,0,0,0,0,0,0,0,-250,-50,0,-50,0,-50,0,0,0,0,0,0,0,0,-250,0,-50,0,-25,-75,0,0,0,-25,-75,0,-50,0,0,0,-50,-25,-50,0,0,-75,-50,0,0,0,-25,-25,0,-75,0,-50,-75,0,0,-50,0,-50,0,-50,0,-50
"Subj_207",0,0,0,0,0,0,0,0,-1250,0,0,0,0,0,0,0,-150,0,-50,0,0,0,0,0,0,0,0,0,-300,0,-250,0,-50,0,-50,0,-50,-50,0,-25,-75,0,0,0,-25,-75,0,-50,0,-1250,0,0,0,-50,-25,-50,0,0,0,-75,-50,0,0,0,-25,0,-25,0,-75,0,-50,-75,0,0,0,0,-50,0,0,0,-50,0,0,0,-50,0,0,-250,-50,-50,0,0,0,-25,-200,-75,0,0,0,0
"Subj_208",0,0,0,0,0,0,0,-150,0,0,0,0,0,0,0,0,0,-50,0,0,0,-1250,-50,0,0,0,-300,0,0,0,-50,-250,-200,0,0,0,-50,0,0,-50,0,0,-25,0,0,-1250,0,0,0,0,-75,0,0,0,-25,-75,0,0,0,0,0,0,-50,0,0,0,-250,0,0,0,0,-50,-25,0,-250,-350,0,-50,0,0,0,0,-75,-50,0,0,0,0,0,-25,-25,0,0,0,-75,0,-50,-250,0,0
"Subj_209",0,0,0,0,0,0,0,0,-150,0,0,0,0,0,-50,0,-50,-300,0,0,-200,0,-1250,0,0,-50,0,0,0,0,0,-250,-350,0,-350,0,-250,-200,0,-300,0,0,0,0,0,0,0,-50,-50,0,-250,0,0,0,-25,-75,0,0,0,-25,-1250,-150,0,0,0,0,-300,0,0,0,0,-350,0,0,-1250,0,0,0,0,0,0,0,0,0,0,-1250,-75,0,0,0,0,0,0,-250,0,0,0,0,0,0
"Subj_210",0,0,0,0,0,0,0,0,-1250,0,0,0,0,0,0,0,-150,0,-300,0,0,0,-50,0,0,0,0,0,0,-250,-200,0,-50,0,0,0,0,0,0,0,0,0,-250,0,0,0,0,0,0,0,0,0,-250,0,0,0,0,0,0,-250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-250,0,0,0,0,0,0,0,0,0,-250,0,0,0,0,0,0,0,0,-250,0,0,0,0,0,-250
"Subj_211",0,0,0,0,0,0,0,0,-150,0,-50,0,0,0,0,0,0,0,-300,0,0,-1250,0,0,0,-50,0,0,0,0,0,-1250,0,0,0,0,0,0,0,0,-250,-200,-50,0,0,-250,0,-1250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-50,0,-1250,0,0,0,0,0,0,0,-50,-350,0,0,0,-25,0,-75,-250,0,0,-350,0,0,0,0,0,0,0,0,0,-25,-75,0,-50,0,0
"Subj_212",0,0,0,0,0,0,0,-150,0,0,0,0,0,0,0,-1250,0,0,0,0,-300,0,-200,0,0,-50,0,0,-1250,0,0,0,0,0,0,-250,0,-350,-1250,0,0,0,0,0,0,0,-50,0,-50,0,-50,-50,0,-25,-75,0,0,0,0,0,0,0,-1250,0,0,0,0,0,0,0,0,0,0,0,0,-25,-75,0,-50,0,0,0,-50,-25,-50,0,0,-75,-50,0,0,0,-25,-25,0,-75,0,-50,-75,0
"Subj_213",0,0,0,0,0,0,0,0,0,0,0,0,0,-150,0,-300,-250,0,0,0,0,0,0,0,-1250,0,0,0,0,-1250,0,0,0,0,-50,0,-200,0,0,0,0,-50,-250,-350,0,0,0,0,-1250,0,0,0,0,-50,-350,0,0,0,0,0,-250,-200,0,-300,0,0,0,0,0,-250,-50,0,0,-150,-50,0,-25,-75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1250,-300,0,0,-250,-25
"Subj_214",0,0,0,0,0,-150,0,0,0,0,-300,0,0,0,0,0,0,-50,0,0,-1250,0,0,0,0,0,0,-250,0,0,-50,0,-50,0,0,0,-200,-50,-50,0,-25,-75,0,0,0,-25,-75,0,-50,0,0,0,-50,-25,-50,0,0,-75,-50,0,0,0,-25,-25,0,-75,0,-50,-75,0,0,-50,0,-50,0,-50,0,-50,-50,0,-25,-75,0,0,0,-25,-75,0,-50,0,0,0,-50,-25,-50,0,0,-75,-50,0
"Subj_215",0,0,0,0,0,0,0,-150,0,0,0,0,0,-1250,0,0,-50,0,0,0,0,0,-300,-50,0,0,0,-50,0,0,-250,0,-50,0,0,-50,0,0,-1250,0,-25,-75,0,0,0,0,0,0,0,0,0,-250,0,0,0,0,0,0,0,0,-250,0,0,0,0,0,-250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-250,0,0,0,0,0,0,0,0,0,-250,0,0,0,0,0,0,0,0
"Subj_216",0,0,0,0,0,0,0,0,0,-50,0,0,0,0,-150,0,0,0,0,0,0,-250,0,0,0,0,0,0,0,0,-50,0,-50,-300,0,-200,0,-250,-1250,0,0,0,-350,0,0,0,0,-350,0,0,0,0,-250,-50,-50,-1250,0,0,-25,-75,0,0,0,-25,-250,-200,0,0,0,0,0,0,0,-1250,0,0,0,0,0,0,0,0,0,0,0,0,-1250,0,0,0,0,0,0,0,0,-75,0,0,-300,-150
"Subj_217",0,0,0,0,0,0,0,0,0,-150,0,-50,0,0,0,0,0,-300,0,-50,0,0,0,0,0,-200,0,-50,0,0,0,-250,0,-250,-350,-1250,0,-50,-50,0,0,0,0,0,0,-350,0,-25,0,0,0,-1250,-75,0,0,0,0,0,-250,0,0,0,0,-200,0,0,0,0,0,-25,-250,0,-75,0,0,0,-1250,0,-50,0,0,0,0,0,0,0,-50,0,0,-25,0,-50,0,0,0,0,0,0,-75,-50
"Subj_218",0,0,0,0,0,0,-150,0,0,0,0,0,0,0,0,0,-50,0,-1250,0,0,0,0,0,-250,0,-50,0,0,0,-300,0,0,0,-1250,0,0,0,0,0,0,0,-50,0,0,0,0,0,0,0,0,-250,0,-50,-50,0,0,-200,-1250,0,-250,-350,0,-350,0,-250,-200,0,0,0,0,0,0,0,0,0,0,-1250,0,0,0,0,0,0,0,0,0,0,0,0,-25,-75,0,0,0,-25,-75,0,-50,0
"Subj_219",0,0,0,0,0,0,0,0,0,0,0,0,-150,-1250,0,-50,0,0,0,0,-300,0,0,-200,0,0,0,0,0,-1250,0,0,0,0,0,0,-250,-350,0,0,-250,0,0,-350,0,0,-50,0,0,0,0,0,0,0,0,-250,0,-250,0,0,0,-50,0,-50,-50,0,-25,-75,0,-200,0,0,-25,-75,0,-50,0,0,0,-50,-25,-50,0,0,0,-75,-50,0,0,0,-25,-25,0,-75,0,-50,-75,0,0,-50
"Subj_220",0,0,0,0,0,0,0,0,0,0,-150,0,0,0,-1250,0,0,0,0,-50,-1250,0,-300,0,0,0,0,0,0,0,0,-50,0,0,-250,0,-200,0,0,0,0,0,0,0,0,-250,0,0,0,0,0,0,0,0,-250,0,0,0,0,0,-250,0,0,0,-50,0,0,-50,-50,0,-25,-75,0,0,0,0,-25,0,-75,0,-250,0,-50,0,0,0,0,-50,0,-25,-50,0,0,0,-75,0,0,-50,0,0
"Subj_221",0,0,0,0,0,-150,0,0,0,0,0,0,0,-1250,0,0,0,0,-300,0,0,-50,-1250,0,0,0,0,0,0,-200,0,0,0,0,0,0,0,0,-250,0,0,0,-50,0,-50,0,-50,-50,0,0,0,0,0,0,0,0,-250,-350,0,-250,0,0,0,0,0,0,0,0,-250,0,0,0,0,0,-250,0,0,0,0,0,-1250,0,0,0,0,0,0,0,0,-25,-75,0,0,0,0,0,0,0,0,-25
"Subj_222",0,0,0,0,0,0,0,-50,0,0,0,-50,0,0,-150,0,0,0,-250,0,-300,0,0,-50,0,-350,-1250,0,-50,0,0,0,-50,-1250,-250,0,-50,0,0,0,-50,0,-200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-200,0,-50,0,-1250,-150,0,0,-50,-300,-50,0,0,0,0,0,0,0,-50,0,0,0,0,-50,-250,0,0,-50,0,0,0,-250,-350,0,0,0,0,0,-50,-150,0
"Subj_223",0,-50,-250,0,0,-1250,0,-350,0,0,0,0,0,0,0,0,0,0,-1250,0,0,-250,0,0,0,0,0,-200,-50,0,0,0,0,0,0,-300,0,0,0,0,0,0,0,0,-50,0,0,0,-50,0,-150,-50,-1250,0,0,0,0,0,0,0,0,-150,0,0,0,0,0,-350,0,0,-50,0,0,-50,0,-300,0,0,-50,-250,0,0,0,0,0,0,0,0,-50,0,0,0,-250,-50,0,0,-200,-1250,-50,0
"Subj_224",0,0,-50,0,-350,0,-1250,0,0,-50,-50,0,0,0,0,0,0,0,-250,0,-50,-50,-50,-50,-50,0,0,0,0,0,0,0,0,0,0,-250,0,0,0,0,0,0,0,0,-1250,-300,-150,0,0,-200,-350,-150,0,0,0,-50,0,-50,0,0,0,0,-50,-50,0,0,-50,0,0,0,0,-250,0,-50,0,-50,-50,-50,0,0,0,0,-1250,0,0,0,0,0,0,0,0,0,-50,0,0,0,-50,-50,-50,-50
