"Choice_1","Choice_2","Choice_3","Choice_4","Choice_5","Choice_6","Choice_7","Choice_8","Choice_9","Choice_10","Choice_11","Choice_12","Choice_13","Choice_14","Choice_15","Choice_16","Choice_17","Choice_18","Choice_19","Choice_20","Choice_21","Choice_22","Choice_23","Choice_24","Choice_25","Choice_26","Choice_27","Choice_28","Choice_29","Choice_30","Choice_31","Choice_32","Choice_33","Choice_34","Choice_35","Choice_36","Choice_37","Choice_38","Choice_39","Choice_40","Choice_41","Choice_42","Choice_43","Choice_44","Choice_45","Choice_46","Choice_47","Choice_48","Choice_49","Choice_50","Choice_51","Choice_52","Choice_53","Choice_54","Choice_55","Choice_56","Choice_57","Choice_58","Choice_59","Choice_60","Choice_61","Choice_62","Choice_63","Choice_64","Choice_65","Choice_66","Choice_67","Choice_68","Choice_69","Choice_70","Choice_71","Choice_72","Choice_73","Choice_74","Choice_75","Choice_76","Choice_77","Choice_78","Choice_79","Choice_80","Choice_81","Choice_82","Choice_83","Choice_84","Choice_85","Choice_86","Choice_87","Choice_88","Choice_89","Choice_90","Choice_91","Choice_92","Choice_93","Choice_94","Choice_95","Choice_96","Choice_97","Choice_98","Choice_99","Choice_100"
"Subj_190",2,2,1,3,4,1,2,1,2,2,2,2,4,2,2,1,1,2,2,2,3,4,2,2,1,2,1,3,4,4,2,2,2,1,4,4,4,4,1,1,3,2,2,2,2,2,4,3,1,1,3,2,3,4,3,1,2,3,4,2,2,1,1,2,2,1,3,3,3,3,2,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,4,2,2,2,4,2,2,4,2,2,2,2
"Subj_191",3,1,1,1,3,3,1,4,4,4,4,4,4,2,2,2,2,2,2,2,2,4,2,3,2,4,1,3,4,2,4,2,1,3,3,1,4,2,3,1,2,4,1,3,2,4,1,3,1,4,3,1,4,2,4,1,3,2,2,2,3,1,4,2,2,4,1,3,3,1,2,4,1,3,4,1,2,2,4,1,2,4,1,3,1,1,4,2,2,2,2,4,1,3,1,4,2,2,4,1
"Subj_192",2,1,3,4,1,1,2,2,4,3,1,2,3,1,2,2,1,1,2,3,2,1,4,3,3,3,2,1,4,2,2,1,2,4,2,4,2,2,1,1,4,2,4,4,4,1,2,1,4,3,4,4,2,4,4,4,4,3,2,4,4,4,4,4,2,4,2,2,2,2,4,1,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,2,2,4,4,2,1,1,2,1,2,2,4,4
"Subj_193",1,4,2,3,3,4,2,1,4,1,4,3,2,2,4,2,2,2,2,2,4,3,1,1,1,4,2,3,3,1,1,4,2,3,1,4,3,3,3,3,3,1,3,4,4,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"Subj_194",2,2,2,2,2,2,2,2,2,3,4,1,1,1,1,1,1,1,2,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"Subj_195",1,1,1,1,1,1,3,3,3,3,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,4,4,2,1,3,2,2,1,1,2,2,4,1,4,4,3,3,3,3,3,4,3,4,4,4,3,3,3,3,3,3,4,3,3,4,1,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"Subj_196",4,2,3,1,4,2,3,1,4,2,3,1,4,2,3,1,4,2,2,2,2,2,2,2,2,4,3,2,2,4,1,2,2,3,4,3,2,4,3,4,3,1,1,1,3,1,4,4,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3
"Subj_197",3,3,3,2,2,2,2,2,4,4,1,1,1,2,2,2,4,2,1,1,4,2,1,3,4,2,1,2,4,4,3,1,1,4,4,4,2,1,3,2,2,1,4,4,3,2,1,3,2,1,4,4,1,4,2,1,2,3,4,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,1,1,1,3,4,4,4,2,2,4,4,4,2,2,2,2,2,2,2,2
"Subj_198",1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4
"Subj_199",2,2,2,2,2,2,2,2,2,1,1,4,3,4,1,2,2,2,2,2,1,2,4,3,1,2,4,3,1,2,4,2,4,4,4,4,4,1,2,2,2,2,2,2,3,1,1,1,2,2,1,3,1,2,2,3,3,3,3,3,1,1,1,1,1,2,3,3,3,3,1,1,1,1,3,1,4,1,1,3,1,1,3,1,3,1,1,3,1,1,2,4,1,3,3,3,3,3,3,3
"Subj_200",1,1,1,2,2,2,2,2,2,2,2,2,3,3,3,3,3,4,4,4,1,1,2,2,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,1,1,1,4,4,4,4,4,4,4,4,4,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"Subj_201",1,1,1,3,4,2,4,3,2,4,3,2,2,2,2,2,2,2,1,1,2,2,2,2,1,1,1,1,1,2,3,4,4,3,4,4,4,4,2,2,4,1,4,3,4,2,4,3,1,4,4,3,1,4,3,4,4,4,3,4,4,3,4,2,2,2,4,4,4,3,4,3,3,3,1,3,3,3,3,3,3,4,2,2,2,2,2,2,2,2,4,4,4,4,4,1,4,1,1,1
"Subj_202",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,2,3,3,3,3,1,3,3,1,1,3,3,1,3,2,2,2,2,2,2,2,4,4,4,2,1,1,1,4,1,3,3,3,2
"Subj_203",2,4,1,3,2,3,4,1,4,1,2,3,1,4,4,4,3,2,1,4,4,3,2,1,2,3,2,2,4,1,4,2,1,3,1,2,4,3,2,2,3,2,4,1,3,4,2,2,2,4,1,4,3,4,2,4,3,4,1,2,3,4,4,2,2,2,1,4,4,4,3,4,3,3,2,1,2,3,4,4,4,3,1,2,2,2,4,3,4,3,3,4,4,4,3,1,2,4,4,4
"Subj_204",4,1,2,3,2,1,4,3,1,2,4,3,2,2,2,4,2,2,2,1,4,1,3,4,4,4,3,4,4,2,3,2,2,2,2,1,1,1,1,1,3,3,3,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"Subj_205",3,4,2,1,2,1,2,1,2,2,2,2,2,2,4,3,4,2,1,3,1,1,1,1,2,4,3,1,2,2,3,4,2,1,3,4,3,4,4,4,4,3,4,2,1,3,4,2,1,1,3,4,2,1,3,4,2,1,3,4,1,1,1,2,4,3,3,4,1,2,1,2,2,1,2,2,2,1,2,1,3,4,2,1,1,1,2,3,2,4,4,4,4,3,3,3,3,2,1,2
"Subj_206",1,1,1,1,1,1,2,2,2,3,3,4,4,4,3,3,2,2,2,2,2,2,4,4,2,2,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"Subj_207",2,2,2,2,2,2,2,2,2,4,3,1,2,1,3,4,1,2,3,4,4,4,4,4,2,1,4,2,1,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,2,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,4,3,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,3,3,1,4,3,1,3,2,4,3,4
"Subj_208",2,3,4,1,1,4,2,1,2,3,4,2,2,2,4,2,2,3,4,1,3,2,3,4,4,4,1,4,1,3,3,4,1,2,3,2,3,4,2,3,3,4,3,4,2,2,2,2,2,2,3,3,3,3,3,3,4,4,4,3,1,4,3,3,4,4,4,4,4,3,3,3,3,4,1,1,4,3,2,2,3,3,3,3,3,3,4,3,4,3,3,4,4,3,3,3,3,4,4,4
"Subj_209",2,4,1,3,2,1,4,3,1,1,2,2,2,2,3,3,3,1,1,2,1,2,2,2,3,3,2,2,2,3,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,3,3,3,4,4,4,4,3,3,3,3,3,3,2,1,1,1,1,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4
"Subj_210",2,2,2,2,2,2,2,2,2,4,4,4,4,4,1,1,1,1,1,1,3,3,3,3,2,4,4,4,4,4,1,4,3,3,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"Subj_211",2,3,4,1,2,3,1,2,1,4,3,2,4,2,4,2,1,4,1,2,2,2,4,3,4,3,2,2,2,4,2,2,2,2,2,2,2,4,3,1,4,1,3,2,1,1,4,2,2,2,2,2,2,2,2,2,2,4,3,4,4,4,2,3,4,2,2,2,2,2,2,2,2,3,1,4,3,4,3,4,3,4,3,1,1,1,4,4,4,4,3,4,4,3,3,3,3,3,4,4
"Subj_212",4,3,2,2,1,1,2,1,2,2,2,2,2,4,3,2,1,2,2,2,1,1,1,1,2,3,4,4,2,2,2,2,2,3,2,1,2,1,2,2,2,2,2,2,4,4,3,3,3,3,3,3,3,3,3,2,2,2,4,4,2,2,2,3,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"Subj_213",4,4,4,4,4,4,4,4,4,1,1,3,2,1,1,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,3,2,3,2,1,2,4,3,1,3,1,1,2,2,4,2,2,4,1,3,4,3,1,2,2,1,2,3,1,1,1,1,2,4,4,4,4,4,3,4,2,1,3,3,3,3,4,2,4,3,4,2,1,2,4,1,2,4,4,3,2,1,2,1,3,4,4,3
"Subj_214",1,4,3,3,1,1,4,2,2,1,1,2,4,2,2,2,2,3,4,2,2,4,4,2,4,4,4,4,3,1,3,3,3,4,2,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"Subj_215",3,2,1,4,2,1,2,1,2,2,2,2,2,2,3,4,3,4,4,4,3,1,1,3,4,3,4,3,4,4,4,3,3,2,2,3,2,2,2,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"Subj_216",3,3,4,2,1,1,4,2,4,3,3,4,4,2,1,1,4,4,4,2,4,4,4,4,4,4,2,2,2,2,3,3,3,1,1,1,1,1,2,2,4,2,1,3,1,2,4,1,2,4,4,4,4,3,3,2,1,3,3,3,3,3,3,3,1,1,2,2,4,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,3,3,1,1,1
"Subj_217",4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,4,1,2,4,1,2,3,3,3,4,4,1,2,3,4,1,2,3,2,2,4,2,3,1,4,2,3,4,1,2,4,3,2,1,4,2,3,4,2,3,4,1,3,2,4,3,2,4,3,3,4,3,2,3,2,4,3,2,4,3,4,3,2,4,3,4,2,3,3,3
"Subj_218",1,4,3,2,1,2,1,2,2,2,2,2,2,4,3,4,3,4,2,4,4,4,4,4,4,3,3,3,1,2,1,2,2,2,2,2,2,2,2,2,2,4,3,4,4,4,4,4,4,4,4,4,3,3,3,3,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,3,3,3,3,3,3,3,3,3
"Subj_219",2,2,2,2,2,2,2,3,4,1,1,2,1,2,3,3,4,4,1,2,1,1,2,1,4,4,2,2,1,2,4,2,2,2,2,4,1,1,4,4,4,4,1,1,4,3,3,4,4,1,4,4,4,4,4,1,2,4,4,4,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"Subj_220",2,2,3,3,1,4,2,2,1,2,1,2,2,2,2,2,2,2,2,3,2,1,1,1,4,4,4,3,4,4,4,3,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,1,4,3,3,4,3,3,3,3,3,3,4,3,3,3,4,3,4,1,3,3,3,4,3,3,3,4,3,3,4,3,3,3,4,4,3,3,3
"Subj_221",1,3,4,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,2,3,3,2,2,2,2,2,2,1,1,4,4,4,4,4,4,4,4,4,3,1,2,3,3,3,3,3,3,4,4,4,4,4,4,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,3,3,3,3,3,1,4,4,4,4,3,3
"Subj_222",2,3,4,1,3,2,1,3,4,2,1,3,2,2,1,3,2,3,4,1,1,2,2,3,1,1,2,3,3,2,4,2,3,2,1,4,3,4,2,2,3,2,1,1,3,2,4,2,2,3,1,4,3,2,2,1,3,2,4,1,2,3,2,2,1,4,4,3,1,3,4,2,2,2,3,4,1,3,3,4,2,2,3,1,2,2,3,4,2,3,4,1,2,2,3,2,1,3,1,3
"Subj_223",2,3,4,2,2,2,1,1,2,2,3,2,2,2,2,2,2,2,2,3,4,1,2,2,2,2,1,1,3,4,4,4,2,3,2,1,3,4,4,3,2,2,1,4,3,2,1,4,3,2,1,3,2,4,3,3,2,2,1,1,1,1,2,2,2,3,4,1,2,1,3,4,4,3,2,1,3,4,3,4,3,2,2,4,4,4,4,4,3,4,4,4,4,3,2,2,1,2,3,4
"Subj_224",1,2,3,4,1,2,2,3,3,3,3,3,3,3,4,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3
"Subj_225",2,3,2,3,2,2,2,2,2,2,2,2,3,4,4,4,1,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"Subj_226",2,3,4,1,2,2,3,1,4,2,1,3,2,2,2,2,2,2,2,1,4,3,2,2,2,1,3,2,4,2,2,2,2,1,3,2,2,2,2,2,2,2,3,1,2,2,3,1,2,3,2,2,3,2,4,3,2,2,2,2,1,2,1,2,2,2,1,2,1,2,3,2,2,2,2,2,2,3,1,2,3,4,3,3,3,4,2,2,2,3,1,2,2,2,2,2,1,2,3,2
"Subj_227",3,2,4,1,2,2,2,2,2,2,2,2,4,2,3,1,1,1,4,4,4,3,3,3,3,3,3,3,3,3,4,4,2,2,2,2,3,4,2,3,4,4,4,1,2,2,2,2,2,2,2,2,2,3,4,4,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,1,1,4,4,4,4,2,2,2,2,4,2,4,4,2,2,2,4,4,4,2,2,2,2,4,2,2,2
"Subj_228",3,1,3,3,1,1,2,2,4,3,3,2,1,3,3,3,4,3,4,3,3,3,3,3,4,3,4,4,4,4,4,3,3,4,3,3,1,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,3,4,2,3,3,4,2,4,3,2,2,2,2,2,2,2,2,2,2,3,2,3,2,2,3,2,2,2,2,2,2,2,3,4,2,4,3,4,3
"Subj_229",1,2,3,4,2,2,1,3,3,3,4,4,4,4,4,4,4,4,4,2,2,4,4,2,2,2,2,2,2,2,2,2,2,2,2,1,3,4,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,2,2,4,4,4,4,4,4,4,4,4,4,4,2,2,4,4,4,4,4
"Subj_230",1,2,2,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"Subj_231",1,1,1,1,1,2,2,2,2,2,3,3,3,3,3,4,4,4,4,4,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,4,4,4,2,4,4,4,4,2,4,4,4,4,4,2,4,4,4,2,2,4,4,4,4,4,4,4,4,4,4,4,2,2,4,4,4,4,4,4,4,4
"Subj_232",1,1,2,3,3,3,3,4,4,4,4,4,1,4,4,4,4,3,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,3,2,1,1,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"Subj_233",2,2,3,3,1,1,4,4,4,2,2,3,3,1,1,4,4,1,1,1,2,2,2,2,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"Subj_234",2,3,2,3,2,1,2,4,2,3,3,3,1,1,2,2,2,4,2,2,2,2,2,2,2,3,1,4,4,4,4,4,2,2,2,2,2,4,4,4,4,4,4,3,3,2,2,2,2,1,1,1,1,1,3,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"Subj_235",2,2,2,1,3,4,4,4,3,2,1,2,1,1,2,1,1,2,4,1,1,4,4,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,3,3,4,4,3,3,3,3,3,3,3,3,4,4,4,2,2,2,2,1,1,1,1,2,2,2,4,4
"Subj_236",1,2,3,4,1,2,2,4,2,2,2,2,1,1,3,2,2,4,2,4,2,3,1,2,1,2,2,1,2,4,2,2,2,2,2,1,2,2,2,2,2,4,4,4,4,4,4,4,3,2,2,4,2,4,2,4,2,3,1,2,4,1,2,2,4,3,3,3,3,4,1,4,1,4,4,2,4,2,2,2,2,4,1,1,3,2,4,3,2,2,4,4,4,4,4,4,4,4,2,3
"Subj_237",2,4,1,3,2,2,2,2,2,2,4,2,2,2,1,3,4,2,2,2,2,4,2,2,2,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,4,3,3,3,3,3,3,3,3
"Subj_238",1,2,2,3,4,1,2,4,1,2,4,2,4,2,2,1,4,4,3,2,2,4,3,2,2,4,2,4,3,1,2,2,4,2,2,4,2,4,2,4,2,4,2,4,3,2,3,3,4,3,2,2,2,4,1,2,4,2,4,2,2,4,4,2,2,4,4,2,4,3,3,1,2,4,2,4,2,3,2,4,3,2,2,3,4,4,2,3,4,2,2,3,4,4,2,2,3,4,4,2
"Subj_239",3,4,1,2,2,2,2,3,2,2,2,4,2,2,2,2,1,1,1,1,3,3,2,1,2,2,4,1,1,1,1,3,3,2,4,1,2,2,3,4,4,4,4,4,2,1,1,1,3,2,1,2,1,1,2,2,2,2,2,2,2,4,4,4,4,1,1,1,2,2,2,2,2,2,2,2,3,4,3,3,4,4,4,4,1,2,4,4,2,4,4,4,2,1,2,4,3,4,4,2
"Subj_240",1,2,3,4,1,2,3,4,4,4,4,3,4,4,4,4,4,3,2,2,2,2,1,1,1,4,4,4,4,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"Subj_241",1,1,2,3,4,2,4,2,2,2,2,2,2,4,4,4,4,2,2,2,4,4,3,3,3,1,1,2,2,4,4,3,3,1,1,2,2,2,4,4,3,3,2,2,1,1,1,2,2,4,4,4,2,2,1,2,2,4,4,2,2,2,2,2,2,2,4,4,4,4,1,1,2,2,4,4,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,3,3,3
"Subj_242",1,4,1,3,2,1,4,2,3,1,4,2,3,1,4,2,3,1,4,2,3,1,4,2,3,4,1,3,2,4,1,2,4,3,1,4,2,3,1,4,2,3,1,4,2,3,1,4,2,3,1,4,2,3,1,4,2,3,1,4,2,3,1,4,2,3,1,4,2,3,1,4,2,3,1,4,2,3,1,4,2,3,1,4,2,3,4,2,3,1,4,2,3,1,4,2,3,1,4,2
"Subj_243",2,4,3,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,4,3,2,1,2,2,2,2,3,2,2,2,2,4,3,1,2,2,2,2,3,2,2,3,4,2,3,2,3,4,2,3,2,2,2,2,4,3,1,2,1,3,4,3,2,1,2,3,4,3,2,2,4,3,4,2,4,4,3,1,2,3,4,2,2,3,4,3,2,2,2,3,4,3,4,1,4,3,4
"Subj_244",2,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,3,4,3,4,3,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,2,2,2,2,3,3,2,2,4,1,1,2,1,2,2,3,2,2,2,2
"Subj_245",1,1,2,3,4,4,4,4,4,4,1,4,4,2,4,4,2,4,2,2,4,4,2,2,4,2,2,4,4,2,2,4,2,2,4,4,2,2,4,2,2,4,4,2,2,4,2,2,4,4,4,2,2,4,4,1,2,2,4,4,2,2,4,1,4,4,3,4,4,2,3,3,4,4,2,2,4,4,3,3,2,2,4,2,2,4,4,2,4,4,2,2,2,2,4,4,3,3,1,2
"Subj_246",2,1,3,3,3,4,2,1,2,3,4,4,4,2,2,2,2,2,2,2,4,4,3,4,2,2,2,2,2,2,2,2,2,2,2,4,3,3,3,3,3,3,3,3,3,3,3,3,4,2,3,3,3,3,3,3,3,4,3,3,1,1,1,1,1,1,1,1,1,1,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4
"Subj_247",3,2,3,2,3,2,2,2,1,2,4,2,2,2,2,2,2,3,3,3,3,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,3,3,3,2,3,2,3,2,2,2,2,2,3,3,2,3,2,2,3,2,3,2,2,2,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,2,3,3,2,3,3,3,3,3,2,2,3,2,3
"Subj_248",2,1,3,4,2,3,1,4,1,2,3,3,3,4,4,3,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,4,3,3,3,3,1,3,3,3,3,4,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,4,3,3,3,3
"Subj_249",2,2,3,1,1,4,1,2,3,2,2,4,3,2,1,1,2,2,4,3,1,2,3,2,1,2,3,4,4,3,2,1,1,2,3,2,2,2,2,2,2,3,2,2,2,4,3,3,4,4,1,4,1,2,2,2,2,3,3,1,2,4,1,2,2,2,2,3,3,2,2,2,2,2,2,2,4,4,2,2,2,2,2,3,2,2,2,2,3,2,2,2,1,2,2,2,1,2,2,4
"Subj_250",4,3,3,2,1,2,1,3,1,1,3,4,1,3,2,1,4,3,3,3,3,4,1,2,2,2,2,3,2,2,2,2,3,3,2,2,3,4,2,2,2,3,3,2,2,2,4,3,4,2,2,3,3,4,2,3,4,4,3,4,2,4,4,2,2,2,2,2,2,3,4,3,4,4,4,4,3,2,2,3,3,4,4,2,3,4,3,4,4,3,3,3,4,3,1,3,3,4,1,3
"Subj_251",1,3,2,4,4,3,1,2,4,3,2,1,3,4,1,2,1,2,4,3,1,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,3,2,3,2,2,2,2,2,2,2,2,2,1,3,2,2,2,2,2,4,3,2,1,2,3,2,4,4,4,3,4,2,1,2,2,2,2,2,2,3,3,3,4,4,4,2,2,3,2,1,2,2,2,2,3,2,2,2,2,2,2,2
"Subj_252",1,1,1,1,2,2,2,2,2,2,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,3,3,4,3,2,1,1,2,2,4,4,4,4,4,4,4,4,4,3,3,2,2,2,2,2,2,2,2,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1
"Subj_253",1,1,2,2,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4,4,4,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,3,3,1,1,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4
