"Wins_1","Wins_2","Wins_3","Wins_4","Wins_5","Wins_6","Wins_7","Wins_8","Wins_9","Wins_10","Wins_11","Wins_12","Wins_13","Wins_14","Wins_15","Wins_16","Wins_17","Wins_18","Wins_19","Wins_20","Wins_21","Wins_22","Wins_23","Wins_24","Wins_25","Wins_26","Wins_27","Wins_28","Wins_29","Wins_30","Wins_31","Wins_32","Wins_33","Wins_34","Wins_35","Wins_36","Wins_37","Wins_38","Wins_39","Wins_40","Wins_41","Wins_42","Wins_43","Wins_44","Wins_45","Wins_46","Wins_47","Wins_48","Wins_49","Wins_50","Wins_51","Wins_52","Wins_53","Wins_54","Wins_55","Wins_56","Wins_57","Wins_58","Wins_59","Wins_60","Wins_61","Wins_62","Wins_63","Wins_64","Wins_65","Wins_66","Wins_67","Wins_68","Wins_69","Wins_70","Wins_71","Wins_72","Wins_73","Wins_74","Wins_75","Wins_76","Wins_77","Wins_78","Wins_79","Wins_80","Wins_81","Wins_82","Wins_83","Wins_84","Wins_85","Wins_86","Wins_87","Wins_88","Wins_89","Wins_90","Wins_91","Wins_92","Wins_93","Wins_94","Wins_95","Wins_96","Wins_97","Wins_98","Wins_99","Wins_100"
"Subj_190",100,100,100,50,50,100,100,100,100,100,100,100,50,100,100,100,100,100,100,100,50,50,100,100,100,100,100,50,50,50,100,100,100,100,50,50,50,50,100,100,50,100,100,100,100,100,50,50,100,100,50,100,50,50,50,100,100,50,50,100,100,100,100,100,100,100,50,50,50,50,100,100,100,50,100,100,50,100,100,50,100,100,50,100,100,50,100,100,50,100,100,100,50,100,100,50,100,100,100,100
"Subj_191",50,100,100,100,50,50,100,50,50,50,50,50,50,100,100,100,100,100,100,100,100,50,100,50,100,50,100,50,50,100,50,100,100,50,50,100,50,100,50,100,100,50,100,50,100,50,100,50,100,50,50,100,50,100,50,100,50,100,100,100,50,100,50,100,100,50,100,50,50,100,100,50,100,50,50,100,100,100,50,100,100,50,100,50,100,100,50,100,100,100,100,50,100,50,100,50,100,100,50,100
"Subj_192",100,100,50,50,100,100,100,100,50,50,100,100,50,100,100,100,100,100,100,50,100,100,50,50,50,50,100,100,50,100,100,100,100,50,100,50,100,100,100,100,50,100,50,50,50,100,100,100,50,50,50,50,100,50,50,50,50,50,100,50,50,50,50,50,100,50,100,100,100,100,50,100,50,50,50,50,50,50,100,50,50,50,50,50,50,50,50,100,100,50,50,100,100,100,100,100,100,100,50,50
"Subj_193",100,50,100,50,50,50,100,100,50,100,50,50,100,100,50,100,100,100,100,100,50,50,100,100,100,50,100,50,50,100,100,50,100,50,100,50,50,50,50,50,50,100,50,50,50,100,100,50,100,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
"Subj_194",100,100,100,100,100,100,100,100,100,50,50,100,100,100,100,100,100,100,100,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
"Subj_195",100,100,100,100,100,100,50,50,50,50,50,50,50,50,50,50,50,50,50,100,100,100,100,100,100,100,100,100,50,50,100,100,50,100,100,100,100,100,100,50,100,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,100,50,50,50,50,50,50,50,50,50,50,50,50,100,100,100,100,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
"Subj_196",50,100,50,100,50,100,50,100,50,100,50,100,50,100,50,100,50,100,100,100,100,100,100,100,100,50,50,100,100,50,100,100,100,50,50,50,100,50,50,50,50,100,100,100,50,100,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,100,50,50,50,50,50,50,50,50
"Subj_197",50,50,50,100,100,100,100,100,50,50,100,100,100,100,100,100,50,100,100,100,50,100,100,50,50,100,100,100,50,50,50,100,100,50,50,50,100,100,50,100,100,100,50,50,50,100,100,50,100,100,50,50,100,50,100,100,100,50,50,100,100,100,100,100,100,100,100,100,100,100,50,50,50,50,50,50,50,50,50,50,100,100,100,50,50,50,50,100,100,50,50,50,100,100,100,100,100,100,100,100
"Subj_198",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
"Subj_199",100,100,100,100,100,100,100,100,100,100,100,50,50,50,100,100,100,100,100,100,100,100,50,50,100,100,50,50,100,100,50,100,50,50,50,50,50,100,100,100,100,100,100,100,50,100,100,100,100,100,100,50,100,100,100,50,50,50,50,50,100,100,100,100,100,100,50,50,50,50,100,100,100,100,50,100,50,100,100,50,100,100,50,100,50,100,100,50,100,100,100,50,100,50,50,50,50,50,50,50
"Subj_200",100,100,100,100,100,100,100,100,100,100,100,100,50,50,50,50,50,50,50,50,100,100,100,100,100,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,100,100,100,100,100,100,50,50,50,50,50,50,50,50,50,100,100,100,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
"Subj_201",100,100,100,50,50,100,50,50,100,50,50,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,50,50,50,50,50,50,50,50,100,100,50,100,50,50,50,100,50,50,100,50,50,50,100,50,50,50,50,50,50,50,50,50,50,100,100,100,50,50,50,50,50,50,50,50,100,50,50,50,50,50,50,50,100,100,100,100,100,100,100,100,50,50,50,50,50,100,50,100,100,100
"Subj_202",50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,100,100,100,100,100,100,100,100,100,100,100,100,100,100,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,100,50,50,100,50,50,50,50,100,50,50,100,100,50,50,100,50,100,100,100,100,100,100,100,50,50,50,100,100,100,100,50,100,50,50,50,100
"Subj_203",100,50,100,50,100,50,50,100,50,100,100,50,100,50,50,50,50,100,100,50,50,50,100,100,100,50,100,100,50,100,50,100,100,50,100,100,50,50,100,100,50,100,50,100,50,50,100,100,100,50,100,50,50,50,100,50,50,50,100,100,50,50,50,100,100,100,100,50,50,50,50,50,50,50,100,100,100,50,50,50,50,50,100,100,100,100,50,50,50,50,50,50,50,50,50,100,100,50,50,50
"Subj_204",50,100,100,50,100,100,50,50,100,100,50,50,100,100,100,50,100,100,100,100,50,100,50,50,50,50,50,50,50,100,50,100,100,100,100,100,100,100,100,100,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
"Subj_205",50,50,100,100,100,100,100,100,100,100,100,100,100,100,50,50,50,100,100,50,100,100,100,100,100,50,50,100,100,100,50,50,100,100,50,50,50,50,50,50,50,50,50,100,100,50,50,100,100,100,50,50,100,100,50,50,100,100,50,50,100,100,100,100,50,50,50,50,100,100,100,100,100,100,100,100,100,100,100,100,50,50,100,100,100,100,100,50,100,50,50,50,50,50,50,50,50,100,100,100
"Subj_206",100,100,100,100,100,100,100,100,100,50,50,50,50,50,50,50,100,100,100,100,100,100,50,50,100,100,100,100,100,100,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
"Subj_207",100,100,100,100,100,100,100,100,100,50,50,100,100,100,50,50,100,100,50,50,50,50,50,50,100,100,50,100,100,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,100,50,50,50,50,50,50,100,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,100,50,50,100,50,100,50,50,50
"Subj_208",100,50,50,100,100,50,100,100,100,50,50,100,100,100,50,100,100,50,50,100,50,100,50,50,50,50,100,50,100,50,50,50,100,100,50,100,50,50,100,50,50,50,50,50,100,100,100,100,100,100,50,50,50,50,50,50,50,50,50,50,100,50,50,50,50,50,50,50,50,50,50,50,50,50,100,100,50,50,100,100,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
"Subj_209",100,50,100,50,100,100,50,50,100,100,100,100,100,100,50,50,50,100,100,100,100,100,100,100,50,50,100,100,100,50,100,100,100,100,100,100,100,100,100,100,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,50,50,50,50,50,50,50,50,50,50,50,50,50,50
"Subj_210",100,100,100,100,100,100,100,100,100,50,50,50,50,50,100,100,100,100,100,100,50,50,50,50,100,50,50,50,50,50,100,50,50,50,50,50,50,50,50,50,50,50,50,50,50,100,50,50,50,50,50,50,50,100,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
"Subj_211",100,50,50,100,100,50,100,100,100,50,50,100,50,100,50,100,100,50,100,100,100,100,50,50,50,50,100,100,100,50,100,100,100,100,100,100,100,50,50,100,50,100,50,100,100,100,50,100,100,100,100,100,100,100,100,100,100,50,50,50,50,50,100,50,50,100,100,100,100,100,100,100,100,50,100,50,50,50,50,50,50,50,50,100,100,100,50,50,50,50,50,50,50,50,50,50,50,50,50,50
"Subj_212",50,50,100,100,100,100,100,100,100,100,100,100,100,50,50,100,100,100,100,100,100,100,100,100,100,50,50,50,100,100,100,100,100,50,100,100,100,100,100,100,100,100,100,100,50,50,50,50,50,50,50,50,50,50,50,100,100,100,50,50,100,100,100,50,100,100,100,100,100,100,100,100,100,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
"Subj_213",50,50,50,50,50,50,50,50,50,100,100,50,100,100,100,100,50,100,100,100,100,100,100,100,100,100,100,100,100,100,50,100,50,100,50,100,100,100,50,50,100,50,100,100,100,100,50,100,100,50,100,50,50,50,100,100,100,100,100,50,100,100,100,100,100,50,50,50,50,50,50,50,100,100,50,50,50,50,50,100,50,50,50,100,100,100,50,100,100,50,50,50,100,100,100,100,50,50,50,50
"Subj_214",100,50,50,50,100,100,50,100,100,100,100,100,50,100,100,100,100,50,50,100,100,50,50,100,50,50,50,50,50,100,50,50,50,50,100,50,100,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
"Subj_215",50,100,100,50,100,100,100,100,100,100,100,100,100,100,50,50,50,50,50,50,50,100,100,50,50,50,50,50,50,50,50,50,50,100,100,50,100,100,100,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
"Subj_216",50,50,50,100,100,100,50,100,50,50,50,50,50,100,100,100,50,50,50,100,50,50,50,50,50,50,100,100,100,100,50,50,50,100,100,100,100,100,100,100,50,100,100,50,100,100,50,100,100,50,50,50,50,50,50,100,100,50,50,50,50,50,50,50,100,100,100,100,50,100,100,100,100,100,50,100,100,100,100,100,100,100,100,100,100,50,100,100,100,100,100,100,100,100,100,50,50,100,100,100
"Subj_217",50,100,100,50,50,100,100,50,50,100,100,50,50,100,100,50,50,100,100,50,50,100,100,50,50,100,100,50,50,100,50,100,100,50,100,100,50,50,50,50,50,100,100,50,50,100,100,50,100,100,50,100,50,100,50,100,50,50,100,100,50,50,100,100,50,100,50,50,100,50,50,100,50,100,50,50,100,50,50,50,50,50,100,50,100,50,50,100,50,50,50,50,100,50,50,50,100,50,50,50
"Subj_218",100,50,50,100,100,100,100,100,100,100,100,100,100,50,50,50,50,50,100,50,50,50,50,50,50,50,50,50,100,100,100,100,100,100,100,100,100,100,100,100,100,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,50,50,50,50,50,50,50,50,50,50,50
"Subj_219",100,100,100,100,100,100,100,50,50,100,100,100,100,100,50,50,50,50,100,100,100,100,100,100,50,50,100,100,100,100,50,100,100,100,100,50,100,100,50,50,50,50,100,100,50,50,50,50,50,100,50,50,50,50,50,100,100,50,50,50,50,50,50,50,50,50,50,50,50,100,50,50,50,50,50,50,50,50,50,50,50,50,50,50,100,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
"Subj_220",100,100,50,50,100,50,100,100,100,100,100,100,100,100,100,100,100,100,100,50,100,100,100,100,50,50,50,50,50,50,50,50,50,50,50,50,100,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,100,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,100,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
"Subj_221",100,50,50,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,50,50,100,100,100,100,100,100,100,100,50,50,50,50,50,50,50,50,50,50,100,100,50,50,50,50,50,50,50,50,50,50,50,50,50,50,100,100,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,100,100,100,100,100,100,100,100,50,50,50,50,50,100,50,50,50,50,50,50
"Subj_222",100,50,50,100,50,100,100,50,50,100,100,50,100,100,100,50,100,50,50,100,100,100,100,50,100,100,100,50,50,100,50,100,50,100,100,50,50,50,100,100,50,100,100,100,50,100,50,100,100,50,100,50,50,100,100,100,50,100,50,100,100,50,100,100,100,50,50,50,100,50,50,100,100,100,50,50,100,50,50,50,100,100,50,100,100,100,50,50,100,50,50,100,100,100,50,100,100,50,100,50
"Subj_223",100,50,50,100,100,100,100,100,100,100,50,100,100,100,100,100,100,100,100,50,50,100,100,100,100,100,100,100,50,50,50,50,100,50,100,100,50,50,50,50,100,100,100,50,50,100,100,50,50,100,100,50,100,50,50,50,100,100,100,100,100,100,100,100,100,50,50,100,100,100,50,50,50,50,100,100,50,50,50,50,50,100,100,50,50,50,50,50,50,50,50,50,50,50,100,100,100,100,50,50
"Subj_224",100,100,50,50,100,100,100,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,100,100,100,100,100,100,100,100,100,100,100,100,50,50,50,50,50,50,50,50,50
"Subj_225",100,50,100,50,100,100,100,100,100,100,100,100,50,50,50,50,100,100,100,100,100,100,50,50,50,50,50,50,50,50,50,50,50,100,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,100,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,100,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
"Subj_226",100,50,50,100,100,100,50,100,50,100,100,50,100,100,100,100,100,100,100,100,50,50,100,100,100,100,50,100,50,100,100,100,100,100,50,100,100,100,100,100,100,100,50,100,100,100,50,100,100,50,100,100,50,100,50,50,100,100,100,100,100,100,100,100,100,100,100,100,100,100,50,100,100,100,100,100,100,50,100,100,50,50,50,50,50,50,100,100,100,50,100,100,100,100,100,100,100,100,50,100
"Subj_227",50,100,50,100,100,100,100,100,100,100,100,100,50,100,50,100,100,100,50,50,50,50,50,50,50,50,50,50,50,50,50,50,100,100,100,100,50,50,100,50,50,50,50,100,100,100,100,100,100,100,100,100,100,50,50,50,100,100,100,100,100,100,100,100,100,100,100,100,100,50,50,50,100,100,50,50,50,50,100,100,100,100,50,100,50,50,100,100,100,50,50,50,100,100,100,100,50,100,100,100
"Subj_228",50,100,50,50,100,100,100,100,50,50,50,100,100,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,100,100,100,50,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,50,100,100,50,50,50,100,50,50,50,100,50,50,100,100,100,100,100,100,100,100,100,100,50,100,50,100,100,50,100,100,100,100,100,100,100,50,50,100,50,50,50,50
"Subj_229",100,100,50,50,100,100,100,50,50,50,50,50,50,50,50,50,50,50,50,100,100,50,50,100,100,100,100,100,100,100,100,100,100,100,100,100,50,50,100,100,100,100,100,100,100,100,100,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,100,100,100,100,100,100,100,100,100,100,100,50,50,50,50,50,50,50,100,100,50,50,50,50,50,50,50,50,50,50,50,100,100,50,50,50,50,50
"Subj_230",100,100,100,100,100,100,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
"Subj_231",100,100,100,100,100,100,100,100,100,100,50,50,50,50,50,50,50,50,50,50,100,100,100,100,100,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,100,100,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,100,100,50,50,50,100,50,50,50,50,100,50,50,50,50,50,100,50,50,50,100,100,50,50,50,50,50,50,50,50,50,50,50,100,100,50,50,50,50,50,50,50,50
"Subj_232",100,100,100,50,50,50,50,50,50,50,50,50,100,50,50,50,50,50,100,100,100,100,100,50,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,50,100,100,100,50,50,50,50,50,50,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,50,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"Subj_233",100,100,50,50,100,100,50,50,50,100,100,50,50,100,100,50,50,100,100,100,100,100,100,100,50,50,50,50,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
"Subj_234",100,50,100,50,100,100,100,50,100,50,50,50,100,100,100,100,100,50,100,100,100,100,100,100,100,50,100,50,50,50,50,50,100,100,100,100,100,50,50,50,50,50,50,50,50,100,100,100,100,100,100,100,100,100,50,100,100,100,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,100,100,100,100,100,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
"Subj_235",100,100,100,100,50,50,50,50,50,100,100,100,100,100,100,100,100,100,50,100,100,50,50,100,100,100,100,100,100,50,50,50,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,100,100,100,100,100,100,100,100,100,100,100,50,50
"Subj_236",100,100,50,50,100,100,100,50,100,100,100,100,100,100,50,100,100,50,100,50,100,50,100,100,100,100,100,100,100,50,100,100,100,100,100,100,100,100,100,100,100,50,50,50,50,50,50,50,50,100,100,50,100,50,100,50,100,50,100,100,50,100,100,100,50,50,50,50,50,50,100,50,100,50,50,100,50,100,100,100,100,50,100,100,50,100,50,50,100,100,50,50,50,50,50,50,50,50,100,50
"Subj_237",100,50,100,50,100,100,100,100,100,100,50,100,100,100,100,50,50,100,100,100,100,50,100,100,100,50,50,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
"Subj_238",100,100,100,50,50,100,100,50,100,100,50,100,50,100,100,100,50,50,50,100,100,50,50,100,100,50,100,50,50,100,100,100,50,100,100,50,100,50,100,50,100,50,100,50,50,100,50,50,50,50,100,100,100,50,100,100,50,100,50,100,100,50,50,100,100,50,50,100,50,50,50,100,100,50,100,50,100,50,100,50,50,100,100,50,50,50,100,50,50,100,100,50,50,50,100,100,50,50,50,100
"Subj_239",50,50,100,100,100,100,100,50,100,100,100,50,100,100,100,100,100,100,100,100,50,50,100,100,100,100,50,100,100,100,100,50,50,100,50,100,100,100,50,50,50,50,50,50,100,100,100,100,50,100,100,100,100,100,100,100,100,100,100,100,100,50,50,50,50,100,100,100,100,100,100,100,100,100,100,100,50,50,50,50,50,50,50,50,100,100,50,50,100,50,50,50,100,100,100,50,50,50,50,100
"Subj_240",100,100,50,50,100,100,50,50,50,50,50,50,50,50,50,50,50,50,100,100,100,100,100,100,100,50,50,50,50,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
"Subj_241",100,100,100,50,50,100,50,100,100,100,100,100,100,50,50,50,50,100,100,100,50,50,50,50,50,100,100,100,100,50,50,50,50,100,100,100,100,100,50,50,50,50,100,100,100,100,100,100,100,50,50,50,100,100,100,100,100,50,50,100,100,100,100,100,100,100,50,50,50,50,100,100,100,100,50,50,50,50,50,50,50,50,50,50,50,50,50,50,100,100,100,100,100,100,100,100,100,50,50,50
"Subj_242",100,50,100,50,100,100,50,100,50,100,50,100,50,100,50,100,50,100,50,100,50,100,50,100,50,50,100,50,100,50,100,100,50,50,100,50,100,50,100,50,100,50,100,50,100,50,100,50,100,50,100,50,100,50,100,50,100,50,100,50,100,50,100,50,100,50,100,50,100,50,100,50,100,50,100,50,100,50,100,50,100,50,100,50,100,50,50,100,50,100,50,100,50,100,50,100,50,100,50,100
"Subj_243",100,50,50,100,50,100,100,100,100,100,100,100,100,100,100,100,100,100,100,50,100,50,50,100,100,100,100,100,100,50,100,100,100,100,50,50,100,100,100,100,100,50,100,100,50,50,100,50,100,50,50,100,50,100,100,100,100,50,50,100,100,100,50,50,50,100,100,100,50,50,50,100,100,50,50,50,100,50,50,50,100,100,50,50,100,100,50,50,50,100,100,100,50,50,50,50,100,50,50,50
"Subj_244",100,50,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,50,50,50,50,50,50,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,50,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,50,100,100,100,100,100,50,100,100,100,100,50,50,100,100,50,100,100,100,100,100,100,50,100,100,100,100
"Subj_245",100,100,100,50,50,50,50,50,50,50,100,50,50,100,50,50,100,50,100,100,50,50,100,100,50,100,100,50,50,100,100,50,100,100,50,50,100,100,50,100,100,50,50,100,100,50,100,100,50,50,50,100,100,50,50,100,100,100,50,50,100,100,50,100,50,50,50,50,50,100,50,50,50,50,100,100,50,50,50,50,100,100,50,100,100,50,50,100,50,50,100,100,100,100,50,50,50,50,100,100
"Subj_246",100,100,50,50,50,50,100,100,100,50,50,50,50,100,100,100,100,100,100,100,50,50,50,50,100,100,100,100,100,100,100,100,100,100,100,50,50,50,50,50,50,50,50,50,50,50,50,50,50,100,50,50,50,50,50,50,50,50,50,50,100,100,100,100,100,100,100,100,100,100,50,50,50,100,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
"Subj_247",50,100,50,100,50,100,100,100,100,100,50,100,100,100,100,100,100,50,50,50,50,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,50,50,50,100,50,100,50,100,100,100,100,100,50,50,100,50,100,100,50,100,50,100,100,100,50,50,50,50,50,50,50,50,50,100,50,50,50,50,50,50,50,50,100,50,50,100,50,50,50,50,50,100,100,50,100,50
"Subj_248",100,100,50,50,100,50,100,50,100,100,50,50,50,50,50,50,100,100,100,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,100,50,50,50,50,50,50,50,50,50,50,50,50,50,50,100,50,50,50,50,50,50,50,100,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
"Subj_249",100,100,50,100,100,50,100,100,50,100,100,50,50,100,100,100,100,100,50,50,100,100,50,100,100,100,50,50,50,50,100,100,100,100,50,100,100,100,100,100,100,50,100,100,100,50,50,50,50,50,100,50,100,100,100,100,100,50,50,100,100,50,100,100,100,100,100,50,50,100,100,100,100,100,100,100,50,50,100,100,100,100,100,50,100,100,100,100,50,100,100,100,100,100,100,100,100,100,100,50
"Subj_250",50,50,50,100,100,100,100,50,100,100,50,50,100,50,100,100,50,50,50,50,50,50,100,100,100,100,100,50,100,100,100,100,50,50,100,100,50,50,100,100,100,50,50,100,100,100,50,50,50,100,100,50,50,50,100,50,50,50,50,50,100,50,50,100,100,100,100,100,100,50,50,50,50,50,50,50,50,100,100,50,50,50,50,100,50,50,50,50,50,50,50,50,50,50,100,50,50,50,100,50
"Subj_251",100,50,100,50,50,50,100,100,50,50,100,100,50,50,100,100,100,100,50,50,100,100,100,100,100,100,100,100,100,100,100,100,50,100,100,100,100,100,50,100,50,100,100,100,100,100,100,100,100,100,100,50,100,100,100,100,100,50,50,100,100,100,50,100,50,50,50,50,50,100,100,100,100,100,100,100,100,50,50,50,50,50,50,100,100,50,100,100,100,100,100,100,50,100,100,100,100,100,100,100
"Subj_252",100,100,100,100,100,100,100,100,100,100,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,50,50,50,50,100,100,100,100,100,50,50,50,50,50,50,50,50,50,50,50,100,100,100,100,100,100,100,100,100,100,100,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,100,100,100,100,100,100,100,100,100
"Subj_253",100,100,100,100,100,100,100,50,50,50,50,50,50,50,50,50,50,50,50,50,50,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,50,100,50,50,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,50,50,50,50,50,50,50,50,50,50
